State,District,Market,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Supply Volume (MT),Demand Volume (MT),Market Insights,Sowing Area (Hectares),Production Estimate (MT),Stock Level (MT),Stock Released (MT),Inflation Rate (%),Input Type,Input Cost (INR),Seasonality Impact,Intervention Type,Impact on Price (INR/kg),ARIMA_p,ARIMA_d,ARIMA_q,Forecasted Price (INR/kg)
Uttar Pradesh,Pillibhit,Vishalpur,Tomato,Deshi,FAQ,5750,6120,5900,771,604,Low supply affecting prices,2466,2339,7060,1559,6.720141427,Fertilizer,780,Low,Price Cap,-7.423895937,1,0,2,5901.106693
Uttar Pradesh,Raebarelli,Jayas,Apple,Apple,Medium,9750,9860,9800,581,468,Stable demand,4653,3290,7826,1256,3.825119377,Labor,475,Low,Stock Release,6.719944837,1,1,2,9801.065613
Uttar Pradesh,Raebarelli,Jayas,Banana,Banana - Ripe,Medium,3100,3200,3150,424,415,Government intervention expected,1647,4540,6430,1947,6.437079019,Seed,475,Low,No Intervention,-1.554157366,2,0,1,3153.667795
Uttar Pradesh,Raebarelli,Jayas,Bhindi(Ladies Finger),Bhindi,FAQ,2100,2150,2125,555,440,High demand due to festival,1791,3927,5573,850,5.109500017,Seed,818,Medium,Stock Release,4.381265856,1,0,2,2121.369772
Uttar Pradesh,Raebarelli,Jayas,Bitter gourd,Bitter Gourd,FAQ,1500,1600,1560,404,655,High demand due to festival,1578,2365,6964,687,7.642281608,Seed,871,Low,Price Cap,-1.410345018,1,1,1,1555.616723
Uttar Pradesh,Raebarelli,Jayas,Bottle gourd,Bottle Gourd,FAQ,1750,1800,1775,519,424,Government intervention expected,4075,4248,4391,833,5.322302909,Labor,887,High,No Intervention,-9.979755405,1,1,1,1772.239838
Uttar Pradesh,Raebarelli,Jayas,Brinjal,Round/Long,FAQ,2100,2200,2160,676,324,Low supply affecting prices,4807,4201,6936,982,3.154514087,Fertilizer,472,Low,Price Cap,-1.991794995,3,0,2,2159.917598
Uttar Pradesh,Raebarelli,Jayas,Colacasia,Colacasia,FAQ,2260,2350,2300,417,493,Stable demand,3048,1656,7672,1739,5.403345181,Seed,956,High,Price Cap,-7.049956098,1,0,2,2299.694159
Uttar Pradesh,Raebarelli,Jayas,Garlic,Desi,FAQ,6100,6200,6150,597,683,Stable demand,4361,2106,4539,1681,6.977493719,Seed,774,High,Stock Release,-2.027698414,2,1,1,6150.12031
Uttar Pradesh,Raebarelli,Jayas,Ginger(Green),Green Ginger,FAQ,8700,8800,8750,456,399,Stable demand,3156,2383,5115,1166,6.235421654,Fertilizer,343,High,Stock Release,-3.573121195,2,1,2,8746.143352
Uttar Pradesh,Raebarelli,Jayas,Green Chilli,Green Chilly,FAQ,3700,3800,3750,492,304,Stable demand,4848,3135,6613,1764,7.831575983,Seed,861,Low,Price Cap,-5.949052426,2,0,2,3752.928924
Uttar Pradesh,Raebarelli,Jayas,Gur(Jaggery),Red,FAQ,3860,3950,3900,418,318,Low supply affecting prices,4646,4603,5182,795,7.21636245,Seed,920,Medium,Price Cap,-7.524558057,2,0,1,3898.021239
Uttar Pradesh,Raebarelli,Jayas,Jack Fruit,Jack Fruit,Medium,1200,1300,1260,783,469,High demand due to festival,1459,1741,4883,1985,5.632758314,Labor,138,Medium,No Intervention,4.571224445,1,1,2,1264.1323
Uttar Pradesh,Raebarelli,Jayas,Lemon,Lemon,FAQ,4100,4200,4160,752,573,High demand due to festival,3313,2995,4227,544,4.032602828,Fertilizer,408,Low,Stock Release,5.097206046,2,1,2,4163.399634
Uttar Pradesh,Raebarelli,Jayas,Mango,Dusheri,Medium,2200,2300,2260,592,553,Stable demand,2161,4032,6520,994,3.018873149,Labor,732,Low,Price Cap,-4.700049896,3,0,1,2255.634623
Uttar Pradesh,Raebarelli,Jayas,Onion,Red,FAQ,1200,1300,1260,636,420,Stable demand,4505,4709,6419,674,7.902511985,Seed,185,High,Price Cap,-0.09619550566,3,0,2,1255.535639
Uttar Pradesh,Raebarelli,Jayas,Paddy(Dhan)(Common),Common,FAQ,2060,2150,2100,786,331,Stable demand,1043,3518,5399,1503,7.691598492,Seed,198,Low,Stock Release,-0.7185810508,1,0,2,2101.289785
Uttar Pradesh,Raebarelli,Jayas,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,3100,3200,3160,676,448,Government intervention expected,3933,2521,5576,1869,4.37071997,Fertilizer,473,Medium,Price Cap,-2.895048579,3,0,1,3155.772761
Uttar Pradesh,Raebarelli,Jayas,Potato,Desi,FAQ,1100,1200,1150,626,565,Government intervention expected,2533,4578,6084,555,6.191078931,Seed,857,Low,No Intervention,-4.447256364,3,1,2,1150.71838
Uttar Pradesh,Raebarelli,Jayas,Pumpkin,Pumpkin,FAQ,1460,1550,1500,632,336,High demand due to festival,3991,4425,7708,840,6.646197814,Labor,594,Low,Price Cap,-6.279365146,1,1,2,1495.791636
Uttar Pradesh,Raebarelli,Jayas,Rice,III,FAQ,2525,2575,2550,439,476,High demand due to festival,1982,3463,5957,1631,5.890067305,Labor,959,Low,Price Cap,7.457852401,1,1,1,2549.793484
Uttar Pradesh,Raebarelli,Jayas,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,2060,2150,2100,722,641,Stable demand,3309,4122,4690,713,7.214808374,Fertilizer,307,High,Stock Release,6.666249753,2,0,1,2099.191066
Uttar Pradesh,Raebarelli,Jayas,Tomato,Hybrid,FAQ,5950,6060,6000,552,312,Government intervention expected,3775,2623,6891,1257,3.389123242,Fertilizer,724,Low,Stock Release,-1.656411795,2,1,2,6000.90934
Uttar Pradesh,Raebarelli,Jayas,Wheat,Dara,FAQ,2240,2280,2260,526,482,Low supply affecting prices,1632,1681,5060,1920,7.482470171,Seed,182,Low,No Intervention,4.424025131,1,1,2,2258.56195
Uttar Pradesh,Raebarelli,Lalganj,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,12250,12350,12300,636,444,Government intervention expected,3199,4134,6148,1049,4.960095056,Fertilizer,676,Low,Price Cap,-0.03335835202,3,0,2,12296.40047
Uttar Pradesh,Raebarelli,Lalganj,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,FAQ,5915,6000,5950,454,564,High demand due to festival,3260,2112,7614,996,5.403450108,Fertilizer,100,Medium,No Intervention,-8.292334694,1,0,1,5953.421161
Uttar Pradesh,Raebarelli,Lalganj,Bhindi(Ladies Finger),Bhindi,FAQ,1800,1900,1850,571,387,Government intervention expected,4063,2724,5213,672,5.223668252,Seed,536,High,Price Cap,6.447810169,2,0,2,1847.993008
Uttar Pradesh,Raebarelli,Lalganj,Bitter gourd,Bitter Gourd,FAQ,1750,1850,1800,508,345,High demand due to festival,2257,4261,5535,604,5.656431115,Seed,785,High,Price Cap,-5.61456912,1,0,2,1795.674629
Uttar Pradesh,Raebarelli,Lalganj,Bottle gourd,Bottle Gourd,FAQ,1750,1850,1800,753,691,Stable demand,3910,1898,4657,978,5.990842359,Labor,349,Medium,Stock Release,4.136350215,1,0,1,1800.005948
Uttar Pradesh,Raebarelli,Lalganj,Colacasia,Colacasia,FAQ,2450,2550,2500,583,418,Low supply affecting prices,1622,1600,4089,1922,6.551717165,Labor,509,High,No Intervention,0.5479592983,3,1,2,2503.77675
Uttar Pradesh,Raebarelli,Lalganj,Garlic,Desi,FAQ,6350,6450,6400,767,318,Stable demand,2977,4419,7077,933,5.624701695,Fertilizer,837,Medium,Price Cap,3.810799396,1,0,1,6397.807202
Uttar Pradesh,Raebarelli,Lalganj,Green Chilli,Green Chilly,FAQ,3750,3850,3800,597,519,Stable demand,1360,2867,6952,1141,6.42386628,Seed,485,High,Price Cap,-0.5759388855,2,1,1,3799.507529
Uttar Pradesh,Raebarelli,Lalganj,Gur(Jaggery),Red,FAQ,3650,3715,3700,770,532,Low supply affecting prices,3367,4609,5162,1192,4.691487218,Fertilizer,895,High,Stock Release,4.05122297,1,1,2,3699.025679
Uttar Pradesh,Raebarelli,Lalganj,Jack Fruit,Jack Fruit,Medium,950,1050,1000,772,393,Low supply affecting prices,3269,2199,4094,1490,7.683404351,Labor,183,High,Stock Release,-9.343748941,3,0,1,995.4838799
Uttar Pradesh,Raebarelli,Lalganj,Lemon,Lemon,FAQ,3650,3750,3700,486,550,Low supply affecting prices,4809,4435,5654,1421,3.322655099,Fertilizer,589,Low,Stock Release,-9.182941218,1,1,1,3703.68347
Uttar Pradesh,Raebarelli,Lalganj,Mango,Dusheri,Medium,1050,1150,1100,600,549,High demand due to festival,1209,3823,5901,693,5.727703043,Labor,338,High,No Intervention,7.926799304,3,0,1,1102.588813
Uttar Pradesh,Raebarelli,Lalganj,Onion,Red,FAQ,1500,1600,1550,736,581,Stable demand,4467,3948,6679,1342,3.43698088,Labor,639,Low,No Intervention,4.993880319,1,1,1,1545.957689
Uttar Pradesh,Raebarelli,Lalganj,Paddy(Dhan)(Common),Common,FAQ,2150,2300,2200,721,531,High demand due to festival,1930,4978,7457,1300,5.21383518,Fertilizer,479,Low,Price Cap,6.569350398,3,1,1,2196.321659
Uttar Pradesh,Raebarelli,Lalganj,Potato,Desi,FAQ,950,1050,1000,674,345,Low supply affecting prices,2606,4625,6170,1989,4.287911788,Labor,898,Low,No Intervention,-0.8682922616,1,1,2,995.1058186
Uttar Pradesh,Raebarelli,Lalganj,Rice,III,FAQ,2500,2600,2550,610,673,High demand due to festival,1488,1482,7356,1864,7.684517248,Labor,490,Medium,Stock Release,-0.8070627623,1,0,1,2554.857182
Uttar Pradesh,Raebarelli,Lalganj,Sponge gourd,Sponge gourd,FAQ,1750,1850,1800,790,345,Low supply affecting prices,4943,3010,4365,558,3.065376932,Seed,427,High,Stock Release,0.680080711,1,1,1,1799.161802
Uttar Pradesh,Raebarelli,Lalganj,Tomato,Hybrid,FAQ,5300,5400,5350,517,313,Government intervention expected,1600,2142,7960,977,4.956018156,Fertilizer,579,High,No Intervention,-5.126759065,1,1,2,5354.303898
Uttar Pradesh,Raebarelli,Lalganj,Wheat,Dara,FAQ,2125,2275,2225,590,384,Low supply affecting prices,1773,1168,6738,1626,6.910213749,Fertilizer,403,High,Price Cap,4.67004997,1,1,1,2224.201433
Uttar Pradesh,Raebarelli,Salon,Paddy(Dhan)(Common),Common,FAQ,1980,1990,1985,441,618,Stable demand,1877,4691,5513,1032,3.942307063,Fertilizer,381,Low,Price Cap,6.589088068,2,1,2,1981.038004
Uttar Pradesh,Raebarelli,Salon,Potato,Desi,FAQ,1050,1100,1075,441,627,Stable demand,2487,3021,6372,1091,7.077941023,Labor,794,High,Price Cap,8.144481853,2,1,1,1073.433242
Uttar Pradesh,Raebarelli,Salon,Wheat,Dara,FAQ,2200,2230,2225,714,302,Stable demand,1699,3194,6454,1338,7.298625439,Labor,444,Low,Price Cap,0.3406769675,1,0,2,2224.182316
Uttar Pradesh,Saharanpur,Chutmalpur,Bhindi(Ladies Finger),Bhindi,FAQ,1350,1550,1450,675,327,High demand due to festival,4695,4759,4995,1845,6.540014998,Labor,234,Low,Stock Release,-1.708469885,3,0,2,1446.766144
Uttar Pradesh,Saharanpur,Chutmalpur,Bitter gourd,Bitter Gourd,FAQ,1400,1600,1500,728,680,Stable demand,3499,4508,4518,1048,4.045345912,Fertilizer,567,Low,No Intervention,6.618664887,3,1,2,1495.535079
Uttar Pradesh,Saharanpur,Chutmalpur,Bottle gourd,Bottle Gourd,FAQ,1100,1300,1200,416,456,Low supply affecting prices,3460,1438,4895,1537,4.360193283,Seed,460,Low,Stock Release,5.053315601,2,1,2,1198.165183
Uttar Pradesh,Saharanpur,Chutmalpur,Brinjal,Brinjal,FAQ,1000,1200,1100,682,642,Government intervention expected,2957,3935,5847,1979,3.834673643,Fertilizer,668,High,Price Cap,7.345464394,2,1,1,1100.392933
Uttar Pradesh,Saharanpur,Chutmalpur,Cabbage,Cabbage,FAQ,350,450,400,657,632,Stable demand,4822,4260,7710,720,3.920318686,Fertilizer,214,Low,Price Cap,3.114621149,2,1,1,397.5532609
Uttar Pradesh,Saharanpur,Chutmalpur,Colacasia,Colacasia,FAQ,2600,2800,2700,462,631,High demand due to festival,3523,1159,6124,1375,3.182461482,Fertilizer,285,Medium,Stock Release,7.666266069,3,1,1,2704.58684
Uttar Pradesh,Saharanpur,Chutmalpur,Cucumbar(Kheera),Cucumbar,FAQ,1400,1600,1500,461,474,Government intervention expected,1255,1813,6281,1914,7.286575406,Seed,577,Medium,Price Cap,-8.219166679,2,0,1,1499.814248
Uttar Pradesh,Saharanpur,Chutmalpur,Green Chilli,Green Chilly,FAQ,2200,2400,2300,499,413,Stable demand,2173,4931,4829,1177,5.642511437,Fertilizer,987,Medium,Stock Release,3.591231554,2,1,2,2296.302717
Uttar Pradesh,Saharanpur,Chutmalpur,Jack Fruit,Jack Fruit,Medium,600,800,700,418,688,Stable demand,3174,3449,6633,1696,4.638796119,Seed,100,Low,Stock Release,-8.22409823,2,0,1,699.1349332
Uttar Pradesh,Saharanpur,Chutmalpur,Lemon,Lemon,FAQ,4100,4300,4200,416,630,Government intervention expected,1391,1585,6531,1161,4.44788498,Seed,949,High,Stock Release,4.978152866,1,0,2,4202.077001
Uttar Pradesh,Saharanpur,Chutmalpur,Mango (Raw-Ripe),Mango - Raw-Ripe,FAQ,1400,1600,1500,724,549,Stable demand,4902,1863,7535,1183,5.723481482,Fertilizer,640,High,Stock Release,2.568877403,1,0,1,1499.871484
Uttar Pradesh,Saharanpur,Chutmalpur,Onion,Red,FAQ,1300,1500,1400,772,358,High demand due to festival,3527,2041,4270,1604,4.633424109,Fertilizer,843,Low,Price Cap,-9.680159568,2,1,2,1398.312339
Uttar Pradesh,Saharanpur,Chutmalpur,Potato,Potato,FAQ,900,1000,950,645,502,Low supply affecting prices,1992,1139,7892,835,7.318589875,Fertilizer,761,Low,Price Cap,1.985219721,3,0,1,946.0629999
Uttar Pradesh,Saharanpur,Chutmalpur,Pumpkin,Pumpkin,FAQ,1000,1200,1100,650,614,Low supply affecting prices,4468,2138,6986,724,4.054787175,Labor,523,Low,Price Cap,-7.074403829,1,1,1,1099.595557
Uttar Pradesh,Saharanpur,Chutmalpur,Ridgeguard(Tori),Ridgeguard(Tori),FAQ,1700,1900,1800,480,538,Government intervention expected,3970,1327,7538,1370,7.411508957,Seed,801,Medium,No Intervention,-7.151771604,2,0,1,1795.973862
Uttar Pradesh,Saharanpur,Chutmalpur,Spinach,Spinach,FAQ,1500,1700,1600,438,533,Low supply affecting prices,3449,1224,4468,534,6.320462265,Fertilizer,369,Low,Stock Release,-6.990739767,1,1,1,1598.708823
Uttar Pradesh,Saharanpur,Chutmalpur,Tomato,Deshi,FAQ,2100,2300,2200,435,602,Stable demand,3321,1557,6679,687,7.783146102,Seed,859,Low,No Intervention,-0.3235279551,3,0,1,2196.162243
Uttar Pradesh,Saharanpur,Saharanpur,Apple,Kasmir/Shimla - II,Medium,8400,8800,8600,787,394,Stable demand,1844,3486,6594,1747,3.075536208,Labor,997,High,Stock Release,-7.689594919,2,0,1,8601.761603
Uttar Pradesh,Saharanpur,Saharanpur,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,11400,11800,11600,596,440,High demand due to festival,4981,2573,4718,1142,3.295477829,Labor,518,High,Stock Release,-7.486885031,2,1,1,11602.72603
Uttar Pradesh,Saharanpur,Saharanpur,Banana - Green,Banana - Green,FAQ,1660,1920,1800,557,633,Low supply affecting prices,1138,2741,5007,1462,5.50447297,Fertilizer,426,Medium,Price Cap,-4.876640277,1,1,2,1797.434852
Uttar Pradesh,Saharanpur,Saharanpur,Barley (Jau),Dara,FAQ,2100,2320,2220,603,412,Government intervention expected,1102,1385,6317,1467,7.56189415,Seed,294,Medium,Stock Release,-9.982835523,2,0,1,2215.747159
Uttar Pradesh,Saharanpur,Saharanpur,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,FAQ,6360,6680,6520,595,408,Stable demand,2265,1520,4604,993,6.653974758,Labor,992,Medium,No Intervention,-4.484204661,1,1,2,6518.470304
Uttar Pradesh,Saharanpur,Saharanpur,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,5525,5860,5700,615,661,Government intervention expected,2140,2276,7012,810,6.110679663,Labor,354,Medium,Price Cap,2.368155336,3,0,2,5700.605276
Uttar Pradesh,Saharanpur,Saharanpur,Bhindi(Ladies Finger),Bhindi,FAQ,1770,2075,1920,684,644,Stable demand,2237,3667,4377,1020,3.158010778,Seed,178,Low,Price Cap,2.031411212,1,0,2,1922.679381
Uttar Pradesh,Saharanpur,Saharanpur,Black Gram Dal (Urd Dal),Black Gram Dal,FAQ,9325,9720,9530,595,588,Stable demand,1483,4972,4176,868,4.770818942,Labor,974,Low,Stock Release,9.390672963,2,1,2,9529.028978
Uttar Pradesh,Saharanpur,Saharanpur,Bottle gourd,Bottle Gourd,FAQ,1500,1800,1660,706,396,High demand due to festival,3576,2121,6321,1998,4.729264465,Seed,197,Medium,Price Cap,-7.60739842,3,1,1,1658.659454
Uttar Pradesh,Saharanpur,Saharanpur,Brinjal,Round/Long,FAQ,1450,1750,1600,551,634,Low supply affecting prices,4762,3834,5714,1245,5.710428411,Fertilizer,249,Medium,No Intervention,7.311426629,3,1,2,1604.083367
Uttar Pradesh,Saharanpur,Saharanpur,Cabbage,Cabbage,FAQ,900,1200,1050,413,315,High demand due to festival,1223,4142,7712,530,4.289138897,Seed,885,High,Stock Release,-2.176204802,3,1,2,1049.496864
Uttar Pradesh,Saharanpur,Saharanpur,Capsicum,Capsicum,FAQ,2250,2550,2400,724,343,Low supply affecting prices,2293,3598,4636,1755,4.335778576,Fertilizer,913,High,No Intervention,-2.259274241,1,0,2,2399.472181
Uttar Pradesh,Saharanpur,Saharanpur,Colacasia,Colacasia,FAQ,2600,2900,2750,545,675,Government intervention expected,2848,2833,6074,1497,6.104304,Seed,949,High,Price Cap,-3.023782328,3,0,2,2749.099991
Uttar Pradesh,Saharanpur,Saharanpur,Cucumbar(Kheera),Cucumbar,FAQ,1600,1900,1750,456,529,Low supply affecting prices,2884,4984,6623,996,7.722837717,Labor,546,Medium,No Intervention,-7.505269371,2,0,1,1748.632196
Uttar Pradesh,Saharanpur,Saharanpur,Garlic,Garlic,FAQ,5900,6300,6100,610,689,Government intervention expected,4205,1446,4059,1463,6.300895518,Fertilizer,222,High,No Intervention,-0.429899258,3,1,1,6102.284828
Uttar Pradesh,Saharanpur,Saharanpur,Green Chilli,Green Chilly,FAQ,2350,2650,2500,667,407,Stable demand,3161,4161,6778,1698,6.34065062,Seed,709,Medium,Price Cap,5.747559387,3,0,1,2497.817826
Uttar Pradesh,Saharanpur,Saharanpur,Green Gram (Moong)(Whole),Green (Whole),FAQ,8350,8750,8550,609,516,Government intervention expected,2464,4501,7288,797,7.931074067,Fertilizer,775,Low,Stock Release,7.508648143,1,1,2,8548.787758
Uttar Pradesh,Saharanpur,Saharanpur,Green Gram Dal (Moong Dal),Green Gram Dal,FAQ,9320,9720,9520,416,698,Government intervention expected,1643,2242,7752,1888,3.767390835,Seed,657,Medium,Stock Release,9.257185163,1,0,2,9517.822904
Uttar Pradesh,Saharanpur,Saharanpur,Gur(Jaggery),Yellow,FAQ,4100,4400,4250,685,559,Stable demand,3698,1106,4660,1609,3.169173871,Seed,458,Low,Price Cap,5.705849714,2,1,1,4250.703189
Uttar Pradesh,Saharanpur,Saharanpur,Lemon,Lemon,FAQ,3900,4200,4050,743,611,Government intervention expected,4436,2499,4269,1076,6.727569754,Fertilizer,338,Low,Stock Release,2.461834113,2,0,1,4054.603913
Uttar Pradesh,Saharanpur,Saharanpur,Lentil (Masur)(Whole),Masoor Gola,FAQ,6300,6670,6510,602,619,Government intervention expected,2255,3963,7187,1612,5.193937166,Fertilizer,841,Medium,No Intervention,-0.04932440588,1,1,2,6508.902949
Uttar Pradesh,Saharanpur,Saharanpur,Maize,Yellow,FAQ,2000,2230,2125,498,495,Stable demand,1457,2477,4244,553,5.144116774,Fertilizer,904,High,Price Cap,7.497945032,3,1,2,2129.682037
Uttar Pradesh,Saharanpur,Saharanpur,Masur Dal,Masur Dal,FAQ,8780,9170,8980,678,394,Stable demand,3422,1903,4659,1884,4.126516882,Labor,855,Medium,Price Cap,4.790272137,1,0,2,8981.56692
Uttar Pradesh,Saharanpur,Saharanpur,Mousambi(Sweet Lime),Mousambi,Medium,2800,3100,2950,608,355,Stable demand,2627,2631,7675,1999,5.534315203,Seed,629,High,Stock Release,-6.774836481,1,1,2,2952.954456
Uttar Pradesh,Saharanpur,Saharanpur,Mustard,Sarson(Black),FAQ,5320,5600,5470,528,331,Low supply affecting prices,4850,4986,4084,728,5.210861719,Seed,782,Low,Stock Release,3.651009856,1,1,1,5468.330032
Uttar Pradesh,Saharanpur,Saharanpur,Mustard Oil,Mustard Oil,FAQ,11900,12300,12100,734,530,Stable demand,1610,3591,7670,1278,4.727250039,Fertilizer,971,Low,Price Cap,-1.379228041,2,0,2,12097.24422
Uttar Pradesh,Saharanpur,Saharanpur,Onion,Red,FAQ,1130,1425,1280,687,671,Stable demand,1206,2149,4906,1484,5.213725797,Seed,768,Low,Price Cap,1.915993548,2,0,1,1280.768102
Uttar Pradesh,Saharanpur,Saharanpur,Papaya,Papaya,Medium,2400,2700,2550,651,308,Government intervention expected,2543,2170,7703,872,4.919173854,Seed,303,Low,Price Cap,7.967061676,2,1,1,2554.907511
Uttar Pradesh,Saharanpur,Saharanpur,Peas(Dry),Peas(Dry),FAQ,5280,5620,5450,664,490,High demand due to festival,4539,3327,7521,968,7.69948179,Seed,757,Medium,Price Cap,3.051410975,2,0,1,5452.101897
Uttar Pradesh,Saharanpur,Saharanpur,Pomegranate,Pomogranate,Medium,6100,6500,6300,670,660,High demand due to festival,4953,1023,5875,919,7.901258287,Fertilizer,242,Low,No Intervention,8.774485704,3,0,2,6301.816247
Uttar Pradesh,Saharanpur,Saharanpur,Potato,Desi,FAQ,1050,1330,1200,587,499,Low supply affecting prices,2466,1951,6583,1031,7.199504663,Seed,286,High,No Intervention,7.327393505,2,1,1,1199.501024
Uttar Pradesh,Saharanpur,Saharanpur,Pumpkin,Pumpkin,FAQ,1160,1440,1300,613,633,Low supply affecting prices,1916,2744,7958,1923,7.952070455,Seed,587,High,Price Cap,-7.421974977,2,0,2,1303.794848
Uttar Pradesh,Saharanpur,Saharanpur,Rice,III,FAQ,2740,3000,2870,682,460,High demand due to festival,3368,3039,6136,1487,4.328597145,Labor,221,Low,Price Cap,-9.766961724,3,0,2,2871.969678
Uttar Pradesh,Saharanpur,Saharanpur,Tomato,Hybrid,FAQ,6000,6400,6200,610,386,High demand due to festival,3140,1119,6596,1707,7.21462555,Labor,449,Medium,Price Cap,-2.311771827,3,0,2,6201.748832
Uttar Pradesh,Saharanpur,Saharanpur,Wheat,Dara,FAQ,2180,2350,2280,764,320,Stable demand,2431,4857,4853,1061,5.03314506,Fertilizer,199,Low,No Intervention,7.306599767,1,0,1,2277.925326
Uttar Pradesh,Sant Kabir Nagar,Khalilabad,Bhindi(Ladies Finger),Bhindi,FAQ,1400,1600,1500,475,610,Government intervention expected,2181,2675,6942,589,6.730681989,Seed,383,Low,Stock Release,-5.397480146,3,1,1,1504.577334
Uttar Pradesh,Sant Kabir Nagar,Khalilabad,Bottle gourd,Bottle Gourd,FAQ,1400,1600,1500,547,375,Stable demand,3919,2320,4506,1906,4.006963203,Seed,626,High,No Intervention,3.827998438,3,0,1,1497.503879
Uttar Pradesh,Sant Kabir Nagar,Khalilabad,Brinjal,Brinjal,FAQ,1300,1500,1400,720,685,Low supply affecting prices,3146,1854,4407,868,7.059780449,Labor,483,Medium,Price Cap,-0.4800926155,2,1,2,1400.236871
Uttar Pradesh,Sant Kabir Nagar,Khalilabad,Jack Fruit,Jack Fruit,Medium,1100,1300,1200,612,440,High demand due to festival,3272,2015,5294,1597,3.417322131,Fertilizer,654,Medium,Price Cap,4.921555209,2,0,1,1198.395557
Uttar Pradesh,Sant Kabir Nagar,Khalilabad,Mango,Other,Medium,2100,2300,2200,508,425,Low supply affecting prices,1851,3991,4523,1792,4.352788534,Fertilizer,900,High,Price Cap,-6.70046242,2,0,1,2196.807753
Uttar Pradesh,Sant Kabir Nagar,Khalilabad,Pointed gourd (Parval),Pointed gourd (Parval),FAQ,2500,2700,2600,528,550,Stable demand,1440,4153,5517,514,7.109763084,Seed,997,High,Price Cap,-5.21817922,2,1,2,2596.440934
Uttar Pradesh,Shahjahanpur,Puwaha,Bhindi(Ladies Finger),Bhindi,FAQ,1650,1850,1750,409,687,Low supply affecting prices,1719,1447,6654,1852,6.735796109,Labor,286,High,No Intervention,-5.14951061,3,0,1,1747.928899
Uttar Pradesh,Shahjahanpur,Puwaha,Bottle gourd,Bottle Gourd,FAQ,1150,1350,1250,446,383,Low supply affecting prices,1584,2935,7050,1915,5.506233775,Labor,107,Medium,Stock Release,0.9693162702,2,0,1,1251.889794
Uttar Pradesh,Shahjahanpur,Puwaha,Brinjal,Round/Long,FAQ,1275,1475,1375,778,670,Government intervention expected,3014,2743,6495,1957,6.363963871,Labor,723,High,Price Cap,-4.207510844,2,1,1,1379.747821
Uttar Pradesh,Shahjahanpur,Puwaha,Cauliflower,Cauliflower,FAQ,2300,2500,2400,714,347,Low supply affecting prices,4472,1995,6590,843,3.927870122,Seed,644,High,Price Cap,6.234447457,1,0,2,2403.53267
Uttar Pradesh,Shahjahanpur,Puwaha,Jack Fruit,Jack Fruit,Medium,1650,1850,1750,495,678,Stable demand,4642,2942,6996,1718,6.338818112,Seed,518,High,Price Cap,-3.064115618,3,0,1,1747.180273
Uttar Pradesh,Shahjahanpur,Puwaha,Mango,Dusheri,Medium,2300,2500,2400,502,377,Government intervention expected,4870,4541,6397,1559,3.039880837,Seed,189,Low,Stock Release,3.217022976,3,1,2,2395.784128
Uttar Pradesh,Shahjahanpur,Puwaha,Onion,Red,FAQ,1300,1500,1400,779,329,Low supply affecting prices,1063,2446,7816,1416,7.166079337,Labor,595,Medium,No Intervention,8.970037722,3,0,2,1401.866806
Uttar Pradesh,Shahjahanpur,Puwaha,Potato,Desi,FAQ,1125,1325,1225,741,584,Stable demand,1767,4616,6899,704,5.58143804,Fertilizer,760,Medium,Stock Release,2.138474354,1,0,1,1220.300345
Uttar Pradesh,Shahjahanpur,Puwaha,Pumpkin,Pumpkin,FAQ,1000,1200,1100,545,435,High demand due to festival,1559,4095,4327,1275,7.719392258,Seed,823,Low,No Intervention,-5.156929556,3,0,1,1103.591228
Uttar Pradesh,Shahjahanpur,Puwaha,Sponge gourd,Sponge gourd,FAQ,1900,2100,2000,767,439,Government intervention expected,4350,2084,5835,1580,5.390821337,Seed,215,Medium,Price Cap,6.609133463,3,1,1,2003.255477
Uttar Pradesh,Shahjahanpur,Puwaha,Tomato,Hybrid,FAQ,5900,6100,6000,426,340,Low supply affecting prices,2733,4894,5309,1633,5.165436412,Fertilizer,784,High,Stock Release,-9.749149586,2,0,1,6002.937003
Uttar Pradesh,Shahjahanpur,Puwaha,Wheat,Dara,FAQ,2190,2390,2290,619,581,Low supply affecting prices,1669,2724,7106,1185,5.250264062,Fertilizer,119,Low,Stock Release,-4.869256771,3,1,1,2290.524204
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Apple,Simla,Medium,8260,8420,8325,417,349,Government intervention expected,4894,3131,7604,1217,4.798643101,Labor,990,High,Price Cap,-2.250190229,2,1,2,8329.73534
Uttar Pradesh,Shahjahanpur,Shahjahanpur,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,9500,9620,9555,566,557,Stable demand,2542,3272,4622,724,3.833375419,Seed,231,High,Stock Release,-6.080422773,1,1,1,9554.583664
